name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,first_name,second_name,id
Mohamed_Salah_253,0,30,1,0,0,22,0,0,20,32.2,0,0,253,0,0,327,1,1,1,12,18226,37.2,2,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,1,0,16,0,0,0,0,5,0,33,0,2306111,6,0,0,3,1,51,6,52512,87671,35159,132,FALSE,1,1,Smith,0,0,5,826,29,70.3,110.8,22,0,103,20.4,1,1,2,0.1,44,Tommy,Smith,194
James_Milner_254,0,17,0,0,0,7,0,0,14,15.6,0,0,254,0,0,327,0,0,0,4.9,18227,7,1,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,31,0,1,16,0,0,0,0,0,0,33,0,158542,0,1,0,3,1,26,1,1944,3440,1496,56,FALSE,0,0,Jorgensen,3,1,67,2147,38,103.7,544.2,169,4,402,81.9,3,0,6,2.6,44,Mathias,Jorgensen,195
Fabio Henrique_Tavares_255,0,70,0,0,0,9,0,2,53,17.9,0,0,255,0,0,327,2,1,0,2.8,18228,8.8,1,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,0,0,16,0,0,0,0,7,0,33,0,40160,0,0,1,3,1,1,2,-244,412,656,55,FALSE,0,0,Malone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,40,Scott,Malone,196
Naby_Keita_256,0,48,0,0,3,27,0,0,42,16.2,0,0,256,0,0,327,0,1,1,9.1,18229,37,1,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,87,0,0,16,0,0,0,0,3,0,33,0,95974,2,0,1,3,1,38,10,-176,92,268,71,FALSE,0,0,Hadergjonaj,0,0,50,1747,32,376,265.6,80,1,295,72.1,4,0,1,0.1,43,Florent,Hadergjonaj,197
Roberto_Firmino_257,1,27,1,0,2,26,0,3,18,41,4,0,257,0,0,327,0,1,0,11.9,18230,38.2,3,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,1,1,16,0,0,0,0,3,0,33,0,1103538,2,2,3,3,1,40,7,134215,140785,6570,93,FALSE,0,0,Kongolo,1,1,54,2266,52,134.4,477.8,132,3,363,74.5,4,0,4,0.2,43,Terence,Kongolo,198
Danny_Ings_258,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,327,0,0,0,0,18231,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,151975,0,0,0,3,1,0,0,-3759,490,4249,54,TRUE,0,0,Mooy,3,1,69,2048,42,662,466.2,331,5,371,146.1,3,0,4,1,50,Aaron,Mooy,199
Dominic_Solanke_259,0,6,0,0,0,0,0,0,5,1.8,0,0,259,0,0,321,1,0,0,0.7,18232,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,31,0,0,4,0,0,0,0,0,0,33,0,31914,1,0,1,3,1,6,1,1003,2634,1631,47,TRUE,0,0,van La Parra,0,0,10,405,6,57.6,27.8,41,0,13,12.6,1,0,0,0,46,Rajiv,van La Parra,200
Robert_Elliot_307,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,326,0,0,0,0,18233,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,33,0,9285,0,0,0,1,0,0,0,-9,24,33,43,TRUE,0,0,Hogg,0,1,47,1969,32,246.7,341.6,45,3,303,63.4,5,1,6,0.2,44,Jonathan,Hogg,201
Karl_Darlow_308,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,326,0,0,0,0,18234,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,33,0,3556,0,0,0,1,0,0,0,17,39,22,44,TRUE,0,0,Billing,2,0,63,2187,43,341,494.6,375,4,317,121.3,5,0,7,1.2,45,Philip,Billing,202
Martin_Dubravka_309,0,16,0,0,0,7,0,1,14,0,0,0,309,0,0,326,0,1,0,0.3,18235,2.8,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,7,0,0,0,0,5,0,33,0,64745,0,0,0,1,0,0,2,6486,7838,1352,50,TRUE,0,0,Ince,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Tom,Ince,203
DeAndre_Yedlin_310,0,33,0,0,0,5,0,1,27,22.5,0,0,310,0,0,326,2,1,0,2.7,18236,0,1,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,1,1,7,0,1,0,0,1,0,33,0,72688,0,0,1,1,0,5,2,650,2549,1899,45,TRUE,0,0,Williams,0,0,5,93,1,11.4,8.6,1,0,9,2,1,0,1,0,45,Danny,Williams,204
Ciaran_Clark_311,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,326,0,0,0,0,18237,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,33,0,10622,0,0,0,1,0,0,0,18,76,58,45,TRUE,0,0,Sabiri,0,0,2,48,3,0.5,4.2,2,0,6,0.7,0,0,0,0,43,Abdelhamid,Sabiri,205
Jamaal_Lascelles_312,0,38,0,0,0,11,0,4,34,0.3,0,0,312,0,0,326,0,1,0,1.4,18238,13.4,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,7,0,0,0,0,3,0,33,0,211397,2,0,0,1,0,0,2,4743,6471,1728,47,TRUE,0,0,Pritchard,1,0,57,1895,37,420.3,230.8,512,0,202,116.2,7,0,2,0.1,48,Alex,Pritchard,206
Paul_Dummett_313,0,22,0,0,0,3,0,3,20,1.4,0,0,313,0,0,326,1,1,0,0.7,18239,5.8,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,25,0,0,7,0,0,0,0,2,0,33,0,9257,0,0,0,1,0,0,1,476,606,130,44,TRUE,0,0,Sobhi,0,0,4,75,2,48.2,15.4,6,0,13,6.9,0,0,0,0.1,47,Ramadan,Sobhi,207
Florian_Lejeune_314,0,34,0,0,0,25,1,5,27,11.1,0,0,314,0,0,326,2,0,0,4.5,18240,15,1,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,64,0,0,7,0,0,0,0,1,0,33,0,12228,0,2,0,1,0,19,6,348,682,334,44,TRUE,0,0,Bacuna,1,0,31,985,24,201.2,201.4,84,1,148,48.8,0,0,2,0.4,42,Juninho,Bacuna,208
Javier_Manquillo_315,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,326,0,0,0,0,18241,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,33,0,16298,0,0,0,1,0,0,0,-370,121,491,43,TRUE,0,0,Quaner,0,0,2,37,2,13.7,2.2,0,0,3,1.6,0,0,0,3.4,43,Collin,Quaner,209
Chancel_Mbemba_316,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,326,0,0,0,0,18242,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,33,0,6015,0,0,0,1,0,0,0,-17,3,20,40,TRUE,0,0,Depoitre,0,1,34,1058,23,124.3,51.6,381,0,40,54.8,0,0,1,0.4,51,Laurent,Depoitre,210
Matt_Ritchie_317,0,43,0,0,0,10,0,3,31,45.8,0,0,317,0,0,326,1,1,0,9.5,18243,16.2,3,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,89,0,1,7,0,0,0,0,5,0,33,0,41132,2,0,1,1,0,33,2,4181,5178,997,58,TRUE,0,0,Mounie,2,4,63,1614,32,245.2,226.4,764,4,151,121.6,5,1,1,0.2,58,Steve,Mounie,211
Jonjo_Shelvey_318,0,17,0,0,0,4,0,0,12,15,0,0,318,0,0,326,1,1,0,2,18244,4.6,1,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,14,0,1,7,0,0,0,0,1,0,33,0,21654,0,0,0,1,0,0,1,14,78,64,53,TRUE,0,0,Kachunga,0,0,24,992,24,105.3,72.8,147,0,31,32,1,0,2,0.1,48,Elias,Kachunga,212
Mohamed_Diam�_319,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,326,0,0,0,0,18245,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,33,0,4707,0,0,0,1,0,0,0,182,250,68,48,TRUE,0,0,Schmeichel,0,0,101,2970,44,0,632,4,6,521,63.4,8,0,2,5.3,50,Kasper,Schmeichel,213
Christian_Atsu_320,0,2,0,0,0,2,0,0,2,0.2,0,0,320,0,0,326,0,0,0,0.2,18246,2,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,1,0,0,7,0,0,0,0,0,0,33,0,5215,1,0,0,1,0,0,1,9,102,93,51,TRUE,0,0,Jakupovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Eldin,Jakupovic,214
Jacob_Murphy_321,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,326,0,0,0,0,18247,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,33,0,2070,0,0,0,1,0,0,0,-9,0,9,47,TRUE,0,0,Morgan,3,0,74,1834,27,38.9,449.8,293,7,352,78.3,6,2,1,2,46,Wes,Morgan,215
Mikel_Merino_322,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,326,0,0,0,0,18248,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,33,0,77,0,0,0,1,0,0,0,0,0,0,50,TRUE,0,0,Fuchs,0,0,3,206,5,85.6,50.4,14,0,38,14.9,0,0,0,0.4,41,Christian,Fuchs,216
Isaac_Hayden_323,0,49,0,0,0,10,0,1,43,8.7,0,0,323,0,0,326,3,1,0,3.1,18249,15,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,1,7,0,0,0,0,2,0,33,0,126567,1,3,0,1,0,7,1,-13179,391,13570,44,TRUE,0,1,Simpson,0,0,11,275,4,12.5,73.4,2,0,47,8.8,1,0,0,0.2,42,Danny,Simpson,217
Sung-yueng_Ki_324,0,36,0,0,0,12,1,2,36,3,0,0,324,0,0,326,0,0,0,1.7,18250,6.4,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,75,0,0,7,0,0,0,0,2,0,33,0,5130,2,1,1,1,0,8,3,26,51,25,47,TRUE,0,0,Benalouane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,39,Yohan,Benalouane,218
Dwight_Gayle_325,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,326,0,0,0,0,18251,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,33,0,3284,0,0,0,1,0,0,0,-3,6,9,60,TRUE,0,0,Chilwell,0,4,99,2790,39,562.1,576,244,8,480,138.8,8,0,3,3.5,51,Benjamin,Chilwell,219
Ayoze_P�rez_326,0,23,0,0,0,14,0,2,18,26.8,5,0,326,0,0,326,1,1,0,7.2,18252,13.4,2,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,1,7,0,0,0,0,6,0,33,0,84057,3,1,1,1,0,32,2,3492,5872,2380,61,TRUE,0,0,Maguire,3,1,74,2146,37,148.1,606.6,425,8,433,117.9,4,1,5,8.5,54,Harry,Maguire,220
Jose Luis_Mato Sanmart�n_327,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,326,0,0,0,0,18253,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,7,0,0,0,0,0,0,33,0,140204,0,0,0,1,0,0,0,143,2240,2097,47,TRUE,0,0,Barbosa Pereira,2,7,122,2673,41,481.7,759.4,373,17,580,161.4,8,0,6,14,54,Ricardo Domingos,Barbosa Pereira,221
Alex_McCarthy_328,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,327,0,0,0,0,18254,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,139591,0,0,0,3,1,0,0,-2088,898,2986,43,TRUE,0,0,Evans,1,0,60,1633,23,54.4,362.6,133,1,329,55.1,6,0,2,0.5,48,Jonny,Evans,222
Fraser_Forster_329,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,327,0,0,0,0,18255,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,37653,0,0,0,3,1,0,0,-117,70,187,42,TRUE,0,0,Mahrez,6,3,89,1241,8,416.5,395.2,670,11,304,148.1,4,0,0,1.8,82,Riyad,Mahrez,223
Ryan_Bertrand_330,0,23,1,0,0,14,0,5,17,10,0,0,330,0,0,327,0,3,0,2.3,18256,13,1,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,0,2,12,0,0,0,0,4,0,33,0,119799,0,1,0,3,1,0,0,1272,1731,459,48,TRUE,0,1,Albrighton,2,2,52,1300,15,327.8,322.8,197,4,237,84.8,3,0,3,0.3,51,Marc,Albrighton,224
Maya_Yoshida_331,0,22,0,0,0,13,0,13,15,0.1,0,0,331,0,0,327,0,3,0,4.4,18257,26.2,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,0,0,12,0,0,0,0,5,0,33,0,38777,0,0,0,3,1,18,1,1673,2260,587,41,TRUE,0,0,Gray,4,1,78,1815,26,290.9,312.2,575,3,227,117.4,6,0,2,1,54,Demarai,Gray,225
C�dric_Soares_332,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,327,0,0,0,0,18258,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,135999,0,0,0,3,1,0,0,-1264,4,1268,42,TRUE,0,0,Amartey,0,0,15,639,9,46.7,139,21,0,103,20.8,1,0,2,0.2,43,Daniel,Amartey,226
Jack_Stephens_333,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,327,0,0,0,0,18259,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,19105,0,0,0,3,1,0,0,-464,59,523,42,TRUE,0,0,Ndidi,2,0,80,2934,43,310.3,639,318,4,496,126.9,8,0,7,0.8,49,Wilfred,Ndidi,227
Sam_McQueen_334,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,327,0,0,0,0,18260,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,28847,0,0,0,3,1,0,0,-72,4,76,40,TRUE,0,0,Iborra,0,0,9,224,4,27.8,26.8,25,0,31,8,0,0,0,0,47,Vicente,Iborra,228
Jan_Bednarek_335,0,19,0,0,0,7,0,6,10,0.3,1,0,335,0,0,327,1,3,0,1.5,18261,10.8,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,0,0,12,0,0,0,0,7,0,33,0,422438,0,0,1,3,1,4,0,3983,8663,4680,40,TRUE,0,1,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Matty,James,229
Wesley_Hoedt_336,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,327,0,0,0,0,18262,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,10504,0,0,0,3,1,0,0,-56,2,58,42,TRUE,0,0,Choudhury,0,0,12,335,3,30.7,71.2,41,0,44,14.4,2,0,0,0.1,43,Hamza,Choudhury,230
Steven_Davis_337,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,327,0,0,0,0,18263,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,2829,0,0,0,3,1,0,0,-11,2,13,46,TRUE,0,0,Perruchet Silva,0,0,3,87,1,6.3,14.2,0,0,16,2.1,0,0,0,0.2,47,Adrien Sebastian,Perruchet Silva,231
James_Ward-Prowse_338,0,19,0,0,0,7,0,0,13,57.2,0,0,338,0,0,327,1,3,0,7.8,18264,11,4,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,2,0,12,0,0,0,0,5,0,33,0,194745,1,0,0,3,1,10,2,13208,19964,6756,51,TRUE,0,0,Diabaté,0,0,1,54,1,15.8,7.4,0,0,4,2.3,0,0,0,0,46,Fousseni,Diabaté,232
Oriol_Romeu Vidal_339,0,26,0,0,0,10,0,3,21,1.1,2,0,339,0,0,327,3,2,0,1.2,18265,11,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,82,0,0,12,0,0,0,0,8,0,33,0,148376,0,1,0,3,1,0,2,692,5644,4952,42,TRUE,0,0,Maddison,7,6,122,2399,40,1376.6,732.4,653,12,559,276,6,1,3,7.9,69,James,Maddison,233
Pierre-Emile_H�jbjerg_340,1,43,1,0,0,23,0,1,34,26.9,0,0,340,0,0,327,1,3,0,6.8,18266,23.6,2,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,0,1,12,0,0,0,0,12,0,33,0,152246,3,1,2,3,1,17,5,6160,9021,2861,44,TRUE,0,0,Vardy,15,5,146,2276,32,334.6,687.2,982,25,502,200.2,9,1,3,13,92,Jamie,Vardy,234
Sofiane_Boufal_341,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,327,0,0,0,0,18267,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,308,0,0,0,3,1,0,0,-1,1,2,55,TRUE,0,0,Okazaki,0,1,24,245,4,28.3,43.2,90,0,56,16,0,0,0,0.5,52,Shinji,Okazaki,235
Joshua_Sims_342,0,6,0,0,0,0,0,0,5,0.5,0,0,342,0,0,327,0,2,0,0.3,18268,0.2,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,28,0,0,12,0,0,0,0,1,0,33,0,2439,3,0,0,3,1,2,1,-3,26,29,44,TRUE,0,0,Iheanacho,1,5,56,890,16,206.9,133,206,3,160,54.1,1,0,1,0.8,57,Kelechi,Iheanacho,236
Nathan_Redmond_343,0,34,0,0,0,8,0,0,22,4.3,2,0,343,0,0,327,0,3,0,2.2,18269,5.8,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,1,0,12,0,0,0,0,5,0,33,0,123307,2,1,0,3,1,12,2,7678,11140,3462,53,TRUE,0,0,Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,47,Simon,Mignolet,237
Mario_Lemina_344,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,327,0,0,0,0,18270,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,9451,0,0,0,3,1,0,0,-26,13,39,47,TRUE,0,0,Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,Loris,Karius,238
Stuart_Armstrong_345,0,1,0,0,0,3,0,0,0,0,0,0,345,0,0,327,0,1,0,0,18271,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,7,0,0,12,0,0,0,0,0,0,33,0,15586,0,0,0,3,1,0,1,174,497,323,51,TRUE,0,0,Lovren,1,1,56,813,5,27,197.8,68,9,213,29.3,5,0,1,1.5,49,Dejan,Lovren,239
Mohamed_Elyounoussi_346,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,327,0,0,0,0,18272,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,7744,0,0,0,3,1,0,0,-3,36,39,60,TRUE,0,0,Moreno,0,0,4,154,2,42,20,5,0,24,6.7,0,0,0,0.2,41,Alberto,Moreno,240
Shane_Long_347,0,16,0,1,0,25,0,0,9,2.1,0,0,347,0,0,327,1,1,1,5.4,18273,29.4,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,61,0,0,12,0,0,0,0,2,0,33,0,115384,0,0,1,3,1,22,6,-5637,624,6261,46,TRUE,0,0,Clyne,0,0,24,1001,18,58.9,150.6,58,0,142,26.5,2,0,2,0.9,44,Nathaniel,Clyne,241
Charlie_Austin_348,0,3,0,0,0,1,0,0,1,0,0,0,348,0,0,327,1,1,0,0,18274,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,7,0,0,12,0,0,0,0,0,0,33,0,28647,1,0,0,3,1,0,1,105,918,813,55,TRUE,0,0,Gomez,0,0,52,1047,4,91.8,208.6,44,2,259,34.5,7,0,2,1,48,Joseph,Gomez,242
Manolo_Gabbiadini_349,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,327,0,0,0,0,18275,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,7865,0,0,0,3,1,0,0,-26,2,28,56,TRUE,0,0,Matip,1,0,64,1265,12,40.8,346.2,81,6,311,46.9,6,0,3,1.1,49,Joel,Matip,243
Guido_Carrillo_350,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,327,0,0,0,0,18276,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,12,0,0,0,0,0,0,33,0,292,0,0,0,3,1,0,0,2,3,1,55,TRUE,0,0,Klavan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Ragnar,Klavan,244
Richarlison_de Andrade_393,0,22,1,1,0,7,1,2,16,32.7,0,0,393,0,0,323,0,0,0,6.1,18277,11.2,2,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,78,0,2,1,0,0,0,0,9,0,33,0,1105423,4,0,3,0,1,17,3,33200,50931,17731,65,TRUE,0,0,Alexander-Arnold,1,7,131,2018,12,637.5,546,235,14,555,141.7,12,0,3,20,55,Trent,Alexander-Arnold,245
Adri�n_San Miguel del Castillo_399,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,322,0,0,0,0,18278,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,6,0,0,0,0,0,0,33,0,19094,0,0,0,0,2,0,0,22,124,102,42,FALSE,0,0,van Dijk,3,3,169,2934,20,93.8,848.6,417,17,785,136.1,16,0,1,30.3,66,Virgil,van Dijk,246
Lukasz_Fabianski_400,0,35,0,0,0,20,0,2,20,0,0,0,400,0,0,322,0,2,0,4.5,18279,44.8,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,90,0,0,6,0,0,0,0,11,0,33,5,1058484,0,0,0,0,2,0,2,-27069,3340,30409,48,FALSE,0,0,Robertson,0,10,180,2773,18,643.8,641,287,27,761,157.3,17,0,4,37.3,68,Andrew,Robertson,247
Winston_Reid_401,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,322,0,0,0,0,18280,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,6,0,0,0,0,0,0,33,0,1031,0,0,0,0,2,0,0,2,26,24,44,FALSE,0,0,Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,Alex,Oxlade-Chamberlain,248
Aaron_Cresswell_402,0,31,0,0,0,12,0,2,26,5.7,1,0,402,0,0,322,0,2,0,2,18281,10.6,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,90,0,1,6,0,0,0,0,0,0,33,0,36797,2,1,1,0,2,4,1,-672,147,819,50,FALSE,0,0,Henderson,1,1,56,1540,12,223.8,273.8,134,2,312,63.3,8,1,1,0.6,53,Jordan,Henderson,249
Angelo_Ogbonna_403,0,46,0,0,0,9,0,4,40,0.5,0,0,403,0,0,322,1,2,0,3.2,18282,13.6,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,90,0,0,6,0,0,0,0,5,0,33,0,60635,0,0,0,0,2,18,0,-1973,952,2925,42,FALSE,0,1,Lallana,0,1,23,460,3,139,85.4,113,0,96,33.8,3,0,1,0.7,69,Adam,Lallana,250
Sam_Byram_404,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,322,0,0,0,0,18283,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,6,0,0,0,0,0,0,33,0,1233,0,0,0,0,2,0,0,1,2,1,45,FALSE,0,0,Mané,17,3,189,2626,19,540.6,816.8,1135,21,577,249.2,15,0,2,34.6,101,Sadio,Mané,251
Pablo_Zabaleta_405,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,322,0,0,0,0,18284,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,6,0,0,0,0,0,0,33,0,114666,0,0,0,0,2,0,0,-1362,329,1691,43,FALSE,0,0,Wijnaldum,2,1,88,2385,14,355.5,345.2,308,6,372,101.2,15,0,3,1.1,55,Georginio,Wijnaldum,252
Declan_Rice_406,0,42,0,0,0,16,0,3,38,11.3,0,0,406,0,0,322,1,2,0,2.3,18285,9,1,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,90,0,0,6,0,0,0,0,5,0,33,0,362810,1,2,1,0,2,3,1,-25142,2894,28036,47,FALSE,0,0,Salah,18,10,216,2823,18,838.5,983.2,1819,15,565,363.9,17,0,1,35.8,132,Mohamed,Salah,253
Reece_Oxford_407,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,322,0,0,0,0,18286,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,6,0,0,0,0,0,0,33,0,5084,0,0,0,0,2,0,0,-17,3,20,42,FALSE,0,0,Milner,4,5,94,1717,13,714.5,537.4,357,12,423,161.4,9,1,3,2.5,56,James,Milner,254
Ryan_Fredericks_408,0,29,0,0,0,6,0,2,20,2.4,0,0,408,0,0,322,0,2,0,2.2,18287,19.2,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,90,0,0,6,0,0,0,0,4,0,33,0,11654,2,0,0,0,2,0,1,-575,19,594,45,FALSE,0,0,Tavares,1,2,56,1738,12,266.7,361.2,165,0,259,79.4,9,0,6,0.6,55,Fabio Henrique,Tavares,255
Issa_Diop_409,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,322,0,0,0,0,18288,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,6,0,0,0,0,0,0,33,0,103847,0,0,0,0,2,0,0,-6660,459,7119,43,FALSE,0,0,Keita,1,1,53,1160,8,174.2,220.4,322,3,183,71.7,7,0,0,1.5,71,Naby,Keita,256
Arthur_Masuaku_410,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,322,0,0,0,0,18289,0,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,0,0,0,6,0,0,0,0,0,0,33,0,97032,0,0,0,0,2,0,0,-2340,131,2471,43,FALSE,0,0,Firmino,12,8,156,2426,15,610.5,752.4,1145,24,636,250.1,17,0,0,17.2,93,Roberto,Firmino,257
Mark_Noble_411,0,47,0,0,0,10,0,1,41,1.9,0,0,411,0,0,322,1,1,0,0.6,18290,4.2,0,2019-04-08T19:00:00Z,4/8/2019 20:00,0,0,69,0,0,6,0,0,0,0,4,0,33,0,33127,0,0,0,0,2,0,2,-1681,540,2221,48,FALSE,0,0,Ings,7,1,75,1315,20,245.1,367,678,11,265,129,5,0,1,2.4,54,Danny,Ings,258
